id,artist,event,venue,city,event_time,public_start,presale_start,presale_end,url
Z7r9jZ1A7qkaE,KC & the Sunshine Band,KC And The Sunshine Band,Wilson Center-NC,Wilmington,2026-03-15T23:00:00Z,2025-10-10T14:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7qkaE
LvZ18Q8y5LlfK8OZP9Fyq,Quarters,QUARTERS,Bar le Ritz PDB,Montreal,2026-03-16T23:00:00Z,2025-11-14T15:00:00Z,,,https://www.universe.com/events/quarters-tickets-6KC3Z1?ref=ticketmaster
Z7r9jZ1A7qI34,Karla Bonoff,Karla Bonoff,Rams Head On Stage,Annapolis,2026-03-20T00:00:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7qI34
rZ7HnEZ1Af400d,Anna Von Hausswolff,Anna von Hausswolff,Empty Bottle,Chicago,2026-03-21T02:00:00Z,2025-09-24T16:00:00Z,,,https://www.ticketweb.com/event/anna-von-hausswolff-empty-bottle-tickets/14564903
rZ7HnEZ1Af400d,Anna Von Hausswolff,Anna von Hausswolff,Empty Bottle,Chicago,2026-03-21T02:00:00Z,2025-09-24T16:00:00Z,,,https://www.ticketweb.com/event/anna-von-hausswolff-empty-bottle-tickets/14564903
rZ7HnEZ1Af_YGN,Telescreens,Quarters with Porch Light and Telescreens,Thalia Hall,Chicago,2026-03-21T00:00:00Z,2025-11-11T16:00:00Z,,,https://www.ticketweb.com/event/quarters-with-porch-light-and-thalia-hall-tickets/14670323
rZ7HnEZ1Af408S,Anna Von Hausswolff,Anna von Hausswolff: Iconoclasts Tour,The Great Hall,Toronto,2026-03-22T23:00:00Z,2025-09-24T16:00:00Z,,,https://www.ticketweb.ca/event/anna-von-hausswolff-iconoclasts-tour-the-great-hall-tickets/14564433
Z7r9jZ1A7q7Pg,KC & the Sunshine Band,KC And The Sunshine Band,State Theatre- PA,Easton,2026-03-28T23:30:00Z,2025-10-10T14:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7q7Pg
Z7r9jZ1A7qSvE,The Wedding Present,The Wedding Present (18 and Over),Music Hall of Williamsburg,Brooklyn,2026-04-08T00:00:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7qSvE
Z7r9jZ1A7j8OA,Whitney,Whitney (18 and Over),Music Hall of Williamsburg,Brooklyn,2026-04-08T23:00:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7j8OA
Z7r9jZ1A7j8O7,Whitney,Whitney (18 and Over),Music Hall of Williamsburg,Brooklyn,2026-04-10T00:00:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7j8O7
Z7r9jZ1A7j8Ok,Whitney,Whiteny - 21+ Unless with a Parent or Legal Guardian,Ardmore Music Hall,Ardmore,2026-04-14T23:30:00Z,2025-09-12T14:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7j8Ok
Z7r9jZ1A7qtj3,Hatsune Miku,Hatsune Miku,Mission Ballroom,Denver,2026-04-16T02:00:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7qtj3
Z7r9jZ1A7jJfN,Sheila E,An Evening with Sheila E (Ages 8 and Over),Knight Concert Hall-Adrienne Arsht PAC,Miami,2026-04-18T00:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7jJfN
Z7r9jZ1A7qKZy,Air Supply,Air Supply,Kravis Center - Dreyfoos Hall,West Palm Beach,2026-04-17T23:30:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7qKZy
Z7r9jZ1A7q4ek,The Wedding Present,The Wedding Present,Meow Wolf  Denver Convergence Station,Denver,2026-04-22T02:00:00Z,2025-10-31T16:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7q4ek
Z7r9jZ1A7qIC4,Hatsune Miku,Hatsune Miku,Peacock Theater - LA,Los Angeles,2026-04-26T03:00:00Z,2025-10-31T17:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7qIC4
Z7r9jZ1A7qYxF,Hatsune Miku,Hatsune Miku,Peacock Theater - LA,Los Angeles,2026-04-27T03:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7qYxF
rZ7HnEZ1Afbyvd,The Wedding Present,THE WEDDING PRESENT: Seamonsters 35th Anniversary Tour w/ Mark Robinson sings Unrest,The Crocodile,Seattle,2026-04-27T03:00:00Z,2025-10-28T14:00:00Z,,,https://www.ticketweb.com/event/the-wedding-present-seamonsters-35th-the-crocodile-tickets/14639043
Z7r9jZ1A7qYPN,Hatsune Miku,Hatsune Miku,Texas Trust CU Theatre,Grand Prairie,2026-05-01T01:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7qYPN
Z7r9jZ1A7rAoz,The Wedding Present,The Wedding Present (Under 18 must be accompanied by an adult at all times),Pappy and Harriets Pioneertown Palace,Pioneertown,2026-05-04T04:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7rAoz
Z7r9jZ1A7q-Ot,Florence + The Machine,Florence + The Machine - Everybody Scream Tour,Toyota Center - TX,Houston,2026-05-06T00:30:00Z,2025-11-05T16:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7q-Ot
Z7r9jZ1A7qNPS,Demi Lovato,Demi Lovato: It's Not That Deep Tour,MGM Grand Garden Arena,Las Vegas,2026-05-09T03:00:00Z,2025-10-31T17:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7qNPS
Z7r9jZ1A7q7xF,Herman's Hermits,Herman's Hermits w/ Peter Noone,American Music Theatre,Lancaster,2026-05-09T23:30:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7q7xF
Z7r9jZ1A7rZ_K,Joe Jackson,Joe Jackson,Theatre Maisonneuve/Place Des Arts,Montreal,2026-05-14T00:00:00Z,2025-11-14T15:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7rZ_K
Z7r9jZ1A7rv4v,Joe Jackson,Joe Jackson,Masonic Temple - Detroit,Detroit,2026-05-17T23:00:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7rv4v
Z7r9jZ1A7rvOO,Joe Jackson,Joe Jackson,Park West,Chicago,2026-05-21T00:30:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7rvOO
rZ7HnEZ1Af_EAd,U2 Experience,Coldplay USA & The U2 Experience,The Coach House,San Juan Capistrano,2026-05-23T03:00:00Z,2025-11-04T18:00:00Z,,,https://www.ticketweb.com/event/coldplay-usa-the-u2-the-coach-house-tickets/14667143
Z7r9jZ1A7j8OK,Laura Pausini,Laura Pausini,Texas Trust CU Theatre,Grand Prairie,2026-05-24T01:00:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7j8OK
Z7r9jZ1A7qNPV,Demi Lovato,Demi Lovato: It's Not That Deep Tour,Toyota Center - TX,Houston,2026-05-26T01:00:00Z,2025-10-31T15:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7qNPV
rZ7HnEZ1Affb1K,Belle & Sebastian,Belle and Sebastian: Tigermilk + Classic Songs,Massey Hall,Toronto,2026-05-25T23:00:00Z,2025-09-01T03:55:00Z,,,https://www.ticketweb.ca/event/belle-and-sebastian-tigermilk-massey-hall-tickets/14518293
rZ7HnEZ1AffbGd,Belle & Sebastian,Belle and Sebastian: If You're Feeling Sinister + Classic Songs,Massey Hall,Toronto,2026-05-26T23:00:00Z,2025-09-01T03:55:00Z,,,https://www.ticketweb.ca/event/belle-and-sebastian-if-youre-massey-hall-tickets/14518303
Z7r9jZ1A7qUa6,Joe Jackson,Joe Jackson,Vogue Theatre-BC,Vancouver,2026-05-28T03:00:00Z,2025-11-14T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7qUa6
Z7r9jZ1A7jopp,Laura Pausini,Laura Pausini,Peacock Theater - LA,Los Angeles,2026-05-29T03:00:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7jopp
Z7r9jZ1A7_OPV,MANIA: The ABBA Tribute,ABBA Mania,Oxford Performing Arts Center - AL,Oxford,2026-05-30T00:30:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_OPV
Z7r9jZ1A7rv4e,Joe Jackson,Joe Jackson,Curran Theatre,San Francisco,2026-05-31T02:30:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7rv4e
Z7r9jZ1A7rv4Z,Joe Jackson,Joe Jackson,Fox Theatre - Tucson AZ,Tucson,2026-06-04T03:00:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7rv4Z
Z7r9jZ1A7revI,Joe Jackson,Joe Jackson,Chautauqua Auditorium,Boulder,2026-06-07T01:30:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7revI
Z7r9jZ1A7q-eZ,5 Seconds of Summer,5 Seconds of Summer: EVERYONE'S A STAR! World Tour,Rocket Arena,Cleveland,2026-06-10T00:00:00Z,2025-10-31T14:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7q-eZ
Z7r9jZ1A7revt,Joe Jackson,Joe Jackson,The Admiral-NE,Omaha,2026-06-13T01:05:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7revt
Z7r9jZ1A7reoN,Joe Jackson,Joe Jackson,Paramount Theatre-Austin,Austin,2026-06-15T01:00:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7reoN
Z7r9jZ1A7rvjo,Joe Jackson,Joe Jackson,Majestic Theatre Dallas,Dallas,2026-06-18T01:00:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7rvjo
Z7r9jZ1A7rvj3,Joe Jackson,Joe Jackson,Ryman Auditorium,Nashville,2026-06-25T00:30:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7rvj3
Z7r9jZ1A7Qoav,Ariana Grande,Ariana Grande - The Eternal Sunshine Tour,Amerant Bank Arena,Sunrise,2026-07-01T00:00:00Z,2025-09-11T02:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7Qoav
Z7r9jZ1A7QoaZ,Ariana Grande,Ariana Grande - The Eternal Sunshine Tour,Amerant Bank Arena,Sunrise,2026-07-03T00:00:00Z,2025-09-11T02:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7QoaZ
Z7r9jZ1A7j6Op,Ariana Grande,Ariana Grande - The Eternal Sunshine Tour,Amerant Bank Arena,Sunrise,2026-07-04T00:00:00Z,2025-09-11T20:17:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7j6Op
Z7r9jZ1A7rvfg,Joe Jackson,Joe Jackson,State Theatre-NJ,New Brunswick,2026-07-08T23:30:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7rvfg
Z7r9jZ1A7qkZZ,KC & the Sunshine Band,KC And The Sunshine Band,South Shore Music Circus,Cohasset,2026-08-15T23:30:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7qkZZ
rZ7HnEZ1Af_FAN,Chencha Berrinches,Nightmare Before Skankmass Ska Fest,The Fox Theater,Pomona,2025-12-21T00:00:00Z,2025-10-28T03:25:00Z,,,https://www.ticketweb.com/event/nightmare-before-skankmass-ska-fest-the-fox-theater-tickets/14648163
rZ7HnEZ1AK0pZV,L.A. Guns,"L.A. Guns, Sunset Riot, Guilty as Charged, Taz Taylor Band, DÅZR, Empiires, Cydonia (Tribute to Muse), Aaron Schwartzbart",Whisky A Go Go,West Hollywood,2026-01-01T02:30:00Z,2025-07-28T17:00:00Z,,,https://www.ticketweb.com/event/la-guns-sunset-riot-guilty-whisky-a-go-go-tickets/13916034
rZ7HnEZ1AK04q0,,"Flamin Groovies , Tom Kenny & The Hi Seas, The Breathe Outs, The Girls!, The Oil Barons, Blackout Planes, Drowning Silence",Whisky A Go Go,West Hollywood,2025-11-23T02:00:00Z,2025-08-01T17:00:00Z,,,https://www.ticketweb.com/event/flamin-groovies-tom-kenny-whisky-a-go-go-tickets/13915764
rZ7HnEZ1AKxpG7,Orgy,"Orgy, Dead Girls Corp, Desperate Measures, Valea, Shark in the Water, Marintha, Speak of the Devil",Whisky A Go Go,West Hollywood,2025-12-13T02:00:00Z,2025-07-17T19:00:00Z,,,https://www.ticketweb.com/event/orgy-dead-girls-corp-desperate-whisky-a-go-go-tickets/13896304
rZ7HnEZ1AKxf37,,"Vinny Appice's Sabbath Knights, Crenshaw, Engineered Society Project, Hollywood Xambiez, Deadicated Project (Grateful Dead Tribute), SugarFix, Ultimate Sin (Ozzy Tribute)",Whisky A Go Go,West Hollywood,2025-12-19T02:00:00Z,2025-07-18T17:00:00Z,,,https://www.ticketweb.com/event/vinny-appices-sabbath-knights-crenshaw-whisky-a-go-go-tickets/13894484
rZ7HnEZ1AK0VjV,Saving Abel (Jared Weeks),"Saving Abel, Higher Ground, Lost Legacy,  Branco, Gabriele Catoni, Fuzz Huzzi, Sublime Tragédie",Whisky A Go Go,West Hollywood,2026-01-22T02:00:00Z,2025-08-05T16:00:00Z,,,https://www.ticketweb.com/event/saving-abel-higher-ground-lost-whisky-a-go-go-tickets/13934734
rZ7HnEZ1AKPeqV,,"BONFIRE (Tribute to AC/DC), Bonnie Brae, Brett Ellis Band, Revelant Souls, We Are The Black Things, Faultline, Observer Syndrome",Whisky A Go Go,West Hollywood,2026-01-31T02:00:00Z,2025-08-09T01:00:00Z,,,https://www.ticketweb.com/event/bonfire-tribute-to-acdc-bonnie-whisky-a-go-go-tickets/13942774
rZ7HnEZ1AK--v7,Black Flag,BLACK FLAG with THE QUEERS hosted by DJ Nemesis,Ferg's Concert Pavilion,St. Petersburg,2025-11-20T00:00:00Z,2025-07-05T14:00:00Z,,,https://www.ticketweb.com/event/black-flag-with-the-queers-fergs-concert-pavilion-tickets/13861044
rZ7HnEZ1AK-9Z7,,John Splithoff: Far From Here Tour,The Coach House,San Juan Capistrano,2025-11-20T04:00:00Z,2025-07-18T17:00:00Z,,,https://www.ticketweb.com/event/john-splithoff-far-from-here-the-coach-house-tickets/13857004
rZ7HnEZ1AK0SjV,Thursday,**SOLD OUT** Thursday + Free Throw,The Pyramid Scheme,Grand Rapids,2025-11-21T00:30:00Z,2025-08-15T14:00:00Z,,,https://www.ticketweb.com/event/sold-out-thursday-free-the-pyramid-scheme-tickets/13933734
rZ7HnEZ1AKOVA0,Delicate Steve,(((folkYEAH!))) Presents - Delicate Steve w/ Richard Tripps,Moe's Alley,Santa Cruz,2025-11-20T04:00:00Z,2025-06-27T17:00:00Z,,,https://www.ticketweb.com/event/folkyeah-presents-delicate-moes-alley-tickets/13834164
rZ7HnEZ1AKPbpf,Daddy Long Legs,Daddy Long Legs,Off Broadway,Saint Louis,2025-11-21T02:00:00Z,2025-08-18T15:00:00Z,,,https://www.ticketweb.com/event/daddy-long-legs-off-broadway-tickets/13958594
rZ7HnEZ1AKx8u7,,Kitchen Dwellers  w/ Them Coulee Boys,Madison Live (734),Covington ,2025-11-21T01:00:00Z,2025-07-23T16:00:00Z,,,https://www.ticketweb.com/event/kitchen-dwellers-w-them-madison-live-734-tickets/13890344
rZ7HnEZ1AKxeP7,,Fionn with Frank Mighty,The Pearl,Vancouver,2025-11-21T03:30:00Z,2025-08-22T18:00:00Z,,,https://www.ticketweb.ca/event/fionn-with-frank-mighty-the-pearl-tickets/13882944
rZ7HnEZ1Af46CK,,"Taj Farrant, Jackson Martin",Brewsky's,Hattiesburg,2025-11-21T02:00:00Z,2025-09-12T15:00:00Z,,,https://www.ticketweb.com/event/taj-farrant-jackson-martin-brewskys-tickets/14547393
rZ7HnEZ1Afo-7d,Richie Kotzen,RICHIE KOTZEN AND JOHN 5,District 142,Wyandotte,2025-11-20T00:00:00Z,2025-05-14T16:00:00Z,,,https://www.ticketweb.com/event/richie-kotzen-and-john-5-district-142-tickets/14461103
rZ7HnEZ1AK0Zvf,Fear,Fear Live in Concert in Murrieta at Solaris,Solaris Beer & Blending,Murrieta,2025-11-22T02:00:00Z,2025-07-21T04:00:00Z,,,https://www.ticketweb.com/event/fear-live-in-concert-in-solaris-beer-blending-tickets/13900054
rZ7HnEZ1AKOs70,Boris,"Boris, Starcrawler",The Ritz,San Jose,2025-11-22T04:00:00Z,2025-06-27T17:00:00Z,,,https://www.ticketweb.com/event/boris-starcrawler-the-ritz-tickets/13831124
rZ7HnEZ1AKxeJf,,Fionn w/ Frank Mighty,99TEN,Edmonton,2025-11-22T02:00:00Z,2025-08-22T18:00:00Z,,,https://www.ticketweb.ca/event/fionn-w-frank-mighty-99ten-tickets/13882994
rZ7HnEZ1Af4EGN,,"Noah Gunderson, Nate Bergman",Sonia,Cambridge,2025-11-22T00:30:00Z,2025-09-19T14:00:00Z,,,https://www.ticketweb.com/event/noah-gunderson-nate-bergman-sonia-tickets/14567323
rZ7HnEZ1Af4V8S,,"Fire Lake - Bob Seger Tribute, Detroit Breakdown - The J Geils Band Tribute",The Token Lounge,Westland,2025-11-22T01:00:00Z,2025-09-20T22:45:00Z,,,https://www.ticketweb.com/event/fire-lake-bob-the-token-lounge-tickets/14574433
rZ7HnEZ1Af4tbd,,"The Love Machine, My Friend PJ",Club SAW,Ottawa,2025-11-22T01:30:00Z,2025-09-23T18:00:00Z,,,https://www.ticketweb.ca/event/the-love-machine-my-friend-club-saw-tickets/14569603
rZ7HnEZ1Af8EOd,Blondshell,Blondshell If You Asked For A Tour with Colatura,Mr Smalls Theatre,Millvale,2025-11-22T01:30:00Z,2025-05-07T14:00:00Z,,,https://www.ticketweb.com/event/blondshell-colatura-mr-smalls-theatre-tickets/14427803
rZ7HnEZ1AK-Pbf,,Pigeons Playing Ping Pong Fall Tour,Madison Theater (730), Covington,2025-11-23T01:00:00Z,2025-07-15T15:00:00Z,,,https://www.ticketweb.com/event/pigeons-playing-ping-pong-fall-madison-theater-730-tickets/13865614
rZ7HnEZ1AK0_u7,,"Wreking Crue - Motley Crue Tribute,  Guns N Roses Tribute - PARADISE CITY ",The Token Lounge,Westland,2025-11-23T01:00:00Z,2025-07-29T20:20:00Z,,,https://www.ticketweb.com/event/wreking-crue-motley-the-token-lounge-tickets/13919344
rZ7HnEZ1AfQpxd,,Cult Body with Fortune Teller,Uncle Lou's Entertainment Hall,Orlando,2025-11-23T00:00:00Z,2025-11-15T18:15:00Z,,,https://www.ticketweb.com/event/cult-body-with-fortune-teller-uncle-lous-entertainment-hall-tickets/14696883
rZ7HnEZ1AffOJd,,Sebastien Bordeaux with Kitten and The Tonics,Tip Top Deluxe Bar & Grill,Grand Rapids,2025-11-23T01:00:00Z,2025-08-27T14:00:00Z,,,https://www.ticketweb.com/event/sebastien-bordeaux-kitten-and-the-tip-top-deluxe-bar-tickets/14520983
rZ7HnEZ1Afp_0K,,The Ultimate Petty Party: Petty Larceny & The Tom Prettys,Off The Rails Music Venue,Worcester,2025-11-23T00:00:00Z,2025-10-02T16:00:00Z,,,https://www.ticketweb.com/event/the-ultimate-petty-party-petty-off-the-rails-music-venue-tickets/14599913
rZ7HnEZ1Afo4fN,JOHN 5,"John 5, Richie Kotzen",The Apollo Theatre Ac,Belvidere,2025-11-24T01:00:00Z,2025-05-14T16:00:00Z,,,https://www.ticketweb.com/event/john-5-richie-kotzen-the-apollo-theatre-ac-tickets/14455523
rZ7HnEZ1AfQ3Gd,,"Maybird, Harmonica Lewinski",The Bug Jar,Rochester,2025-11-27T01:00:00Z,2025-11-13T20:00:00Z,,,https://www.ticketweb.com/event/maybird-harmonica-lewinski-the-bug-jar-tickets/14692303
rZ7HnEZ1AfbMxd,,The Whiskey Shambles CD Release with Dead Man String Band,The Southgate House Revival - Revival Room,Newport,2025-11-27T01:00:00Z,2025-10-22T18:30:00Z,,,https://www.ticketweb.com/event/the-whiskey-shambles-cd-release-the-southgate-house-revival-tickets/14637883
rZ7HnEZ1AKP9f0,Nobro,"NOBRO, Backseat Dragon",Club SAW,Ottawa,2025-11-29T01:30:00Z,2025-08-27T14:00:00Z,,,https://www.ticketweb.ca/event/nobro-backseat-dragon-club-saw-tickets/13957524
rZ7HnEZ1Af47uS,Ha Ha Tonka,Ha Ha Tonka: Tonksgiving,Off Broadway,Saint Louis,2025-11-29T02:00:00Z,2025-09-09T17:00:00Z,,,https://www.ticketweb.com/event/ha-ha-tonka-tonksgiving-off-broadway-tickets/14544373
rZ7HnEZ1Afpb4K,,Responderpalooza Presents,The Park Theatre,Winnipeg,2025-11-29T01:45:00Z,2025-10-01T15:00:00Z,,,https://www.ticketweb.ca/event/responderpalooza-presents-the-park-theatre-tickets/14598553
rZ7HnEZ1AKP9fV,Nobro,"NOBRO, Neon Ghosthouse",Club SAW,Ottawa,2025-11-30T01:30:00Z,2025-09-01T14:00:00Z,,,https://www.ticketweb.ca/event/nobro-neon-ghosthouse-club-saw-tickets/13957534
rZ7HnEZ1Af_VAS,,Turkey Blaster Omega (Album Release Show) w/ Shambles & On the Cinder,The Bug Jar,Rochester,2025-11-30T02:00:00Z,2025-11-06T18:15:00Z,,,https://www.ticketweb.com/event/turkey-blaster-omega-album-release-the-bug-jar-tickets/14674173
rZ7HnEZ1AK-0_7,Caspian,"Caspian, Aisha Burns",Sonia,Cambridge,2025-11-30T23:30:00Z,2025-07-11T14:00:00Z,,,https://www.ticketweb.com/event/caspian-aisha-burns-sonia-tickets/13864644
rZ7HnEZ1Af_VAK,Bonny Doon,Snocaps with Bonny Doon,Thalia Hall,Chicago,2025-12-01T02:00:00Z,2025-11-07T16:00:00Z,,,https://www.ticketweb.com/event/snocaps-with-bonny-doon-thalia-hall-tickets/14674153
rZ7HnEZ1Afbk7N,James and the Cold Gun,James and The Cold Gun,Monarch Tavern,Toronto,2025-12-03T00:00:00Z,2025-10-08T16:00:00Z,,,https://www.ticketweb.ca/event/james-and-the-cold-gun-monarch-tavern-tickets/14606123
rZ7HnEZ1Af4-oS,,"Mojo Thunder, Dravin and The Ravens",The Southgate House Revival - Revival Room,Newport,2025-12-05T00:00:00Z,2025-10-03T14:00:00Z,,,https://www.ticketweb.com/event/mojo-thunder-dravin-and-the-the-southgate-house-revival-tickets/14561473
rZ7HnEZ1Af4gJK,,"The 8th Annual - Yellow Snow Rock 'N Roll Charity Christmas Concert featuring Mike DiBiase, Derek Wells, Nathan Barlowe, Billy Justineau, Sam Skorik, Jeremy Little, Matt Baird, Al Diaz, Jay Berndt, Mike Fiorentino, Mark Douthit, Andrew Carney, Rob Quallich & Owen Fader",3rd and Lindsley,Nashville,2025-12-05T01:00:00Z,2025-09-23T15:00:00Z,,,https://www.ticketweb.com/event/the-8th-annual-3rd-and-lindsley-tickets/14575993
rZ7HnEZ1AKPfQf,,Johnny Sketch & The Dirty Notes,Tipitina's,New Orleans,2025-12-06T03:00:00Z,2025-09-19T15:00:00Z,,,https://www.ticketweb.com/event/johnny-sketch-the-dirty-tipitinas-tickets/13954694
rZ7HnEZ1AfbvOd,,Shoot to Thrill w/ Stone Whiskey,The Premier,Hickory,2025-12-06T00:00:00Z,2025-10-02T12:55:00Z,,,https://www.ticketweb.com/event/shoot-to-thrill-w-stone-the-premier-tickets/14601803
rZ7HnEZ1Afp4OK,Leftover Crack,LEFTOVER CRACK Fall Tour 2025 - w/ Worlds Scariest Police Chases,Madison Live (734),Covington ,2025-12-06T01:00:00Z,2025-10-03T14:00:00Z,,,https://www.ticketweb.com/event/leftover-crack-fall-tour-2025-madison-live-734-tickets/14595813
rZ7HnEZ1Afp9qS,,Deja Crue & Mechanical Manson,The 44 Sports Grill and Nightlife,Glendale,2025-12-06T03:00:00Z,2025-10-01T18:20:00Z,,,https://www.ticketweb.com/event/deja-crue-mechanical-manson-the-44-sports-grill-and-tickets/14597773
rZ7HnEZ1Afu6pd,All Them Witches,*SOLD OUT* All Them Witches - House of Mirrors Tour with King Buffalo,Thalia Hall,Chicago,2025-12-06T02:00:00Z,2025-04-09T15:00:00Z,,,https://www.ticketweb.com/event/sold-out-all-them-witches-thalia-hall-tickets/14347583
rZ7HnEZ1Afb4OK,,Dead Wings: A West Coast Revival,Sidestage,Winnipeg,2025-12-07T03:00:00Z,2025-10-10T20:00:00Z,,,https://www.ticketweb.ca/event/dead-wings-a-west-coast-sidestage-tickets/14615813
rZ7HnEZ1AffUvN,,"Liam Kazar, Katie Von Schleicher",Night Club 101,New York,2025-12-07T00:00:00Z,2025-09-05T14:00:00Z,,,https://www.ticketweb.com/event/liam-kazar-katie-von-schleicher-night-club-101-tickets/14536063
rZ7HnEZ1AfuwfK,All Them Witches,*SOLD OUT* All Them Witches - House of Mirrors Tour with King Buffalo,Thalia Hall,Chicago,2025-12-07T02:00:00Z,2025-04-11T15:00:00Z,,,https://www.ticketweb.com/event/sold-out-all-them-witches-thalia-hall-tickets/14372513
rZ7HnEZ1AK-SZf,Vincent Lima,VINCENT LIMA: To Love A Thing That Fades 2025 Tour w/ Sydney Ross Mitchell,The Crocodile,Seattle,2025-12-08T04:00:00Z,2025-07-16T14:00:00Z,,,https://www.ticketweb.com/event/vincent-lima-to-love-a-the-crocodile-tickets/13873014
rZ7HnEZ1Af4z0S,The Casualties,THE CASUALTIES: For The Front Line Tour - w/ CRAZY & THE BRAINS,Madison Live (734),Covington ,2025-12-08T01:00:00Z,2025-09-26T14:00:00Z,,,https://www.ticketweb.com/event/the-casualties-for-the-front-madison-live-734-tickets/14578933
rZ7HnEZ1Afp3-S,,ZOMBEAST with Hideous Monster,Dante's,Portland,2025-12-08T03:00:00Z,2025-10-03T18:00:00Z,,,https://www.ticketweb.com/event/zombeast-with-hideous-monster-dantes-tickets/14592873
rZ7HnEZ1Afbo4S,,"Jake Hoffman w/ Natasha Sanchez, Shawn Bourg & Shawn Gwin (“Sage” from Dr. Mary’s Monkey)",The Den at Howlin' Wolf,New Orleans,2025-12-09T01:00:00Z,2025-10-08T22:45:00Z,,,https://www.ticketweb.com/event/jake-hoffman-w-natasha-sanchez-the-den-at-howlin-wolf-tickets/14611573
rZ7HnEZ1Af8ZqK,Andy Frasco & the U.N.,Andy Frasco & The U.N.,Tipitina's,New Orleans,2025-12-11T02:00:00Z,2025-09-18T15:00:00Z,,,https://www.ticketweb.com/event/andy-frasco-the-un-tipitinas-tickets/14400753
rZ7HnEZ1AK0faV,Virginia To Vegas,"Virginia To Vegas, The New Hires",Club SAW,Ottawa,2025-12-12T01:30:00Z,2025-07-31T14:00:00Z,,,https://www.ticketweb.ca/event/virginia-to-vegas-the-new-club-saw-tickets/13914274
rZ7HnEZ1Af_6PS,The Steepwater Band,"The Steepwater Band, Jennifer Westwood and the Handsome Devils",The Token Lounge,Westland,2025-12-12T01:00:00Z,2025-10-28T01:40:00Z,,,https://www.ticketweb.com/event/the-steepwater-band-jennifer-westwood-the-token-lounge-tickets/14647973
rZ7HnEZ1AfbwFd,,Higher Creed w/ Echo of Alt,The 44 Sports Grill and Nightlife,Glendale,2025-12-13T03:00:00Z,2025-10-20T17:20:00Z,,,https://www.ticketweb.com/event/higher-creed-w-echo-of-the-44-sports-grill-and-tickets/14632203
