id,artist,event,venue,city,event_time,public_start,presale_start,presale_end,url
177ZvxG6CK3I77f,Paul McCartney,PAUL McCARTNEY: GOT BACK,TD Coliseum,Hamilton,2025-11-22T01:00:00Z,2025-07-18T14:00:00Z,2025-07-16T14:00:00Z,2025-07-18T02:00:00Z,https://www.ticketmaster.ca/paul-mccartney-got-back-hamilton-ontario-11-21-2025/event/100062E4D2A04114
vvG18ZbcMARSFw,Paul McCartney,PAUL McCARTNEY: GOT BACK,United Center,Chicago,2025-11-25T02:00:00Z,2025-07-18T15:00:00Z,2025-07-15T15:00:00Z,2025-07-18T03:00:00Z,https://www.ticketmaster.com/paul-mccartney-got-back-chicago-illinois-11-24-2025/event/040062DDC5BF3232
vvG18ZbmOZFxyd,Paul McCartney,PAUL McCARTNEY: GOT BACK,United Center,Chicago,2025-11-26T02:00:00Z,2025-07-18T15:00:00Z,2025-07-15T15:00:00Z,2025-07-18T03:00:00Z,https://www.ticketmaster.com/paul-mccartney-got-back-chicago-illinois-11-25-2025/event/040062E800222E43
1A9ZkGNGkd4B4qR,Eagles,Eagles Live at Sphere,Sphere,Las Vegas,2026-01-24T04:30:00Z,2025-09-19T17:00:00Z,2025-09-17T17:00:00Z,2025-09-19T05:00:00Z,https://www.ticketmaster.com/eagles-live-at-sphere-las-vegas-nevada-01-23-2026/event/17006323D5E9576F
1A9ZkGNGkd4BPqg,Eagles,Eagles Live at Sphere,Sphere,Las Vegas,2026-01-25T04:30:00Z,2025-09-19T17:00:00Z,2025-09-17T17:00:00Z,2025-09-19T05:00:00Z,https://www.ticketmaster.com/eagles-live-at-sphere-las-vegas-nevada-01-24-2026/event/17006323D5EA5775
1A9ZkGNGkd4BPqy,Eagles,Eagles Live at Sphere,Sphere,Las Vegas,2026-01-31T04:30:00Z,2025-09-19T17:00:00Z,2025-09-17T17:00:00Z,2025-09-19T05:00:00Z,https://www.ticketmaster.com/eagles-live-at-sphere-las-vegas-nevada-01-30-2026/event/17006323D5EA5779
1A9ZkGNGkd4BPqH,Eagles,Eagles Live at Sphere,Sphere,Las Vegas,2026-02-01T04:30:00Z,2025-09-19T17:00:00Z,2025-09-17T17:00:00Z,2025-09-19T05:00:00Z,https://www.ticketmaster.com/eagles-live-at-sphere-las-vegas-nevada-01-31-2026/event/17006323D5EA577C
1A9ZkGNGkd4BgrZ,Eagles,Eagles Live at Sphere,Sphere,Las Vegas,2026-02-21T04:30:00Z,2025-10-24T17:00:00Z,2025-10-22T17:00:00Z,2025-10-24T16:59:00Z,https://www.ticketmaster.com/eagles-live-at-sphere-las-vegas-nevada-02-20-2026/event/17006323D5EB5780
1A9ZkGNGkd4Bgr7,Eagles,Eagles Live at Sphere,Sphere,Las Vegas,2026-02-22T04:30:00Z,2025-10-24T17:00:00Z,2025-10-22T17:00:00Z,2025-10-24T16:59:00Z,https://www.ticketmaster.com/eagles-live-at-sphere-las-vegas-nevada-02-21-2026/event/17006323D5EB5784
1A9ZkGNGkd4Bgr6,Eagles,Eagles Live at Sphere,Sphere,Las Vegas,2026-02-28T04:30:00Z,2025-10-24T17:00:00Z,2025-10-22T17:00:00Z,2025-10-24T16:59:00Z,https://www.ticketmaster.com/eagles-live-at-sphere-las-vegas-nevada-02-27-2026/event/17006323D5EB5787
1A9ZkGNGkd4DAr5,Eagles,Eagles Live at Sphere,Sphere,Las Vegas,2026-03-01T04:30:00Z,2025-10-24T17:00:00Z,2025-10-22T17:00:00Z,2025-10-24T16:59:00Z,https://www.ticketmaster.com/eagles-live-at-sphere-las-vegas-nevada-02-28-2026/event/17006323D5EC578B
vvG10Zbl329onB,The O'Jays,"The O'Jays, The Spinners, The Commodores,The Chi-Lites & Sister Sledge",Toyota Arena,Ontario,2025-12-06T03:00:00Z,2025-05-23T17:00:00Z,2025-05-22T17:00:00Z,2025-05-23T05:00:00Z,https://www.ticketmaster.com/the-ojays-the-spinners-the-commodoresthe-ontario-california-12-05-2025/event/090062B48F5D1ABA
G5vYZbVVufH0A,Life in the Fast Lane,The Ultimate Eagles Tribute Concert,Historic BAL Theatre,San Leandro,2025-11-22T03:00:00Z,2025-10-14T17:00:00Z,,,https://www.ticketmaster.com/the-ultimate-eagles-tribute-concert-san-leandro-california-11-21-2025/event/1C00634D0D53C905
vvG1VZbYNASwCV,The Spinners,The Spinners,Seminole Center,Immokalee,2026-01-10T01:00:00Z,2025-08-22T14:00:00Z,2025-08-21T14:00:00Z,2025-08-22T02:00:00Z,https://www.ticketmaster.com/the-spinners-immokalee-florida-01-09-2026/event/0D006308C5CF23B4
vv17FZbgGkmz9tP3,The Spinners,The Spinners Ticket + Hotel Deals,Tropicana Showroom at Tropicana Atlantic City,Atlantic City,2026-04-23T19:30:00Z,2025-08-11T13:00:00Z,,,https://travel.ticketmaster.com/event/10299247?_uid=01e06df2-8b31-4246-b25c-04d738f89509&utm_source=Caesars_TM&utm_medium=TM_ADP_TheSpinners
vv1AeZkG6GkdZg7PN,The Spinners,The Spinners,Tropicana Showroom at Tropicana Atlantic City,Atlantic City,2026-04-23T19:30:00Z,2025-08-11T13:00:00Z,,,https://www.ticketmaster.com/the-spinners-atlantic-city-new-jersey-04-23-2026/event/02006307C0D44963
vvG1zZbmLu1w-g,Lady A,Lady A: This Winter's Night Tour 2025,Atlanta Symphony Hall,Atlanta,2025-12-06T00:30:00Z,2025-07-18T14:00:00Z,2025-07-16T14:00:00Z,2025-07-18T02:00:00Z,https://www.ticketmaster.com/lady-a-this-winters-night-tour-atlanta-georgia-12-05-2025/event/0E0062E7CD2B2875
Z7r9jZ1A7_MvO,Lady A,Lady A,Texas Trust CU Theatre,Grand Prairie,2025-12-11T02:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_MvO
vvG18ZbcJ5WoQP,Lady A,Lady A: This Winter's Night Tour 2025,Coronado Theatre,Rockford,2025-12-13T01:30:00Z,2025-07-18T15:00:00Z,2025-07-16T15:00:00Z,2025-07-18T03:00:00Z,https://www.ticketmaster.com/lady-a-this-winters-night-tour-rockford-illinois-12-12-2025/event/040062D98BF516A5
vv1A6Zk1dGkdTBg4Y,Lady A,Lady A,Genesee Theatre,Waukegan,2025-12-14T01:30:00Z,2025-07-18T15:00:00Z,2025-07-16T15:00:00Z,2025-07-18T03:00:00Z,https://www.ticketmaster.com/lady-a-waukegan-illinois-12-13-2025/event/07006283FFEB5570
vvG1bZbmlcD0Vx,Lady A,Lady A: This Winter's Night Tour 2025,Treasure Island Resort & Casino,Welch,2025-12-15T01:00:00Z,2025-07-18T15:00:00Z,2025-07-16T15:00:00Z,2025-07-18T03:00:00Z,https://www.ticketmaster.com/lady-a-this-winters-night-tour-welch-minnesota-12-14-2025/event/060062EAEDEE4D22
vvG1fZbcK0yJRG,Lady A,Lady A: This Winter's Night Tour 2025,The Exhibition Hall at French Lick Resort,French Lick,2025-12-20T01:00:00Z,2025-07-18T14:00:00Z,2025-07-16T14:00:00Z,2025-07-18T02:00:00Z,https://www.ticketmaster.com/lady-a-this-winters-night-tour-french-lick-indiana-12-19-2025/event/050062D4E4E66BCC
Z7r9jZ1A7_ajI,Lady A,Lady A,Ryman Auditorium,Nashville,2025-12-22T01:30:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_ajI
Z7r9jZ1A7_ajE,Lady A,Lady A,Ryman Auditorium,Nashville,2025-12-23T01:30:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_ajE
Z7r9jZ1A7_ajt,Lady A,Lady A,Ryman Auditorium,Nashville,2025-12-23T21:00:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_ajt
Z7r9jZ1A7QpAI,Imani Winds,Imani Winds,Ruby Diamond Auditorium,Tallahassee,2026-02-04T00:30:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7QpAI
Z7r9jZ1A7_EAK,Reno Philharmonic Orchestra,Mendelssohn Violin Concert Presented by Reno Philharmonic Orchestra,Pioneer Center for the Performing Arts,Reno,2026-03-22T02:30:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_EAK
Z7r9jZ1A7_EAf,Reno Philharmonic Orchestra,Mendelssohn Violin Concert Presented by Reno Philharmonic Orchestra,Pioneer Center for the Performing Arts,Reno,2026-03-22T23:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_EAf
G5viZbR6PdM70,A Charlie Brown Christmas,A Charlie Brown Christmas Tour Live On Stage,Baton Rouge River Center Theater,Baton Rouge,2025-11-20T01:00:00Z,2025-08-01T15:00:00Z,2025-07-25T16:00:00Z,2025-08-01T14:30:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-tour-live-baton-rouge-louisiana-11-19-2025/event/1B0062F1E50F7124
vvG1HZbiEzjVFb,CoComelon,CoComelon: Sing-A-Long LIVE,Moore Theatre,Seattle,2025-11-20T02:00:00Z,2025-06-17T19:00:00Z,,,https://www.ticketmaster.com/cocomelon-singalong-live-seattle-washington-11-19-2025/event/0F0062C9F8734218
1778vxG6uA7LMrN,CoComelon,CoComelon: Sing-A-Long LIVE!,Rogers Forum,Abbotsford,2025-11-22T02:00:00Z,2025-06-20T19:00:00Z,,,https://www.ticketmaster.ca/cocomelon-singalong-live-abbotsford-british-columbia-11-21-2025/event/110062D1447F77A3
G5viZbRblZMeM,A Charlie Brown Christmas,A Charlie Brown Christmas Tour Live On Stage,Pensacola Saenger Theatre,Pensacola,2025-11-22T00:00:00Z,2025-08-01T15:00:00Z,2025-07-25T17:00:00Z,2025-08-01T14:00:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-tour-live-pensacola-florida-11-21-2025/event/1B0062F62B0370B7
Z7r9jZ1A7pkZz,Koo Koo,Koo Koo,Grewal Hall,Lansing,2025-11-22T18:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7pkZz
vv17jZbwGkmwLN84,MadFiddle,MadFiddle & Highway 151,High Noon Saloon,Madison,2025-11-23T17:00:00Z,2025-09-15T15:00:00Z,,,https://www.ticketmaster.com/madfiddle-highway-151-madison-wisconsin-11-23-2025/event/0700632BB27E3415
vvG1zZbR5-RAVw,A Charlie Brown Christmas,A Charlie Brown Christmas Tour Live On Stage,Atlanta Symphony Hall,Atlanta,2025-11-23T20:00:00Z,2025-08-01T14:00:00Z,2025-07-25T16:00:00Z,2025-08-01T13:30:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-tour-live-atlanta-georgia-11-23-2025/event/0E0062F2E1BC5D32
G5viZbRr9IK4U,A Charlie Brown Christmas,A Charlie Brown Christmas Tour Live On Stage,Knoxville Civic Auditorium,Knoxville,2025-11-25T00:00:00Z,2025-08-01T14:00:00Z,2025-07-25T16:00:00Z,2025-08-01T13:30:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-tour-live-knoxville-tennessee-11-24-2025/event/1B0062F797A13576
17AOvxG62pP1x_f,A Charlie Brown Christmas,A Charlie Brown Christmas Tour Live On Stage,Taft Theatre,Cincinnati,2025-11-27T00:00:00Z,2025-08-01T14:00:00Z,2025-07-25T16:00:00Z,2025-08-01T13:30:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-tour-live-cincinnati-ohio-11-26-2025/event/160062F5A52A2654
k7vGFbmrfuvl2,A Charlie Brown Christmas,A Charlie Brown Christmas 1:00 PM,Bergen Performing Arts Center,Englewood,2025-11-30T18:00:00Z,2025-07-11T14:00:00Z,2025-07-09T14:00:00Z,2025-07-11T02:00:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-100-pm-englewood-new-jersey-11-30-2025/event/000062E794341ACF
k7vGFbmrp0-wF,A Charlie Brown Christmas,A Charlie Brown Christmas 5:00 PM,Bergen Performing Arts Center,Englewood,2025-11-30T22:00:00Z,2025-07-11T14:00:00Z,2025-07-09T14:00:00Z,2025-07-11T02:00:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-500-pm-englewood-new-jersey-11-30-2025/event/000062E796921C88
G5vzZbiUrx3hj,CoComelon,CoComelon: Sing-A-Long LIVE,Paramount Theatre,Denver,2025-12-02T01:00:00Z,2025-06-17T18:00:00Z,,,https://www.ticketmaster.com/cocomelon-singalong-live-denver-colorado-12-01-2025/event/1E0062CD9E8926DC
G5vzZbiS7BPb8,CoComelon,CoComelon: Sing-A-Long LIVE,Rio Rancho Events Center,Rio Rancho,2025-12-03T01:00:00Z,2025-06-17T18:00:00Z,,,https://www.ticketmaster.com/cocomelon-singalong-live-rio-rancho-new-mexico-12-02-2025/event/1E0062CCC4EA5610
17A8vxG62TclAPI,A Charlie Brown Christmas,A Charlie Brown Christmas,Lincoln Theatre,Washington,2025-12-04T00:00:00Z,2025-08-08T14:00:00Z,2025-08-07T14:00:00Z,2025-08-08T02:00:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-washington-district-of-columbia-12-03-2025/event/150062FFEDAC5968
G5viZbiLE66dv,CoComelon,CoComelon: Sing-A-Long LIVE CANCELLED,Baton Rouge River Center Theater,Baton Rouge,2025-12-05T00:00:00Z,2025-06-17T16:00:00Z,,,https://www.ticketmaster.com/cocomelon-singalong-live-cancelled-baton-rouge-louisiana-12-04-2025/event/1B0062C7E71C70C1
k7vGFbV6rQduU,A Charlie Brown Christmas,A Charlie Brown Christmas,Kodak Center,Rochester,2025-12-05T00:00:00Z,2025-10-10T14:00:00Z,2025-10-08T14:00:00Z,2025-10-10T02:00:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-rochester-new-york-12-04-2025/event/00006341DE683376
Z7r9jZ1A7bEoY,CoComelon,CoComelon Sing A Long Live (Anyone over the age of 2 MUST have a ticket),Majestic Theatre San Antonio,San Antonio,2025-12-06T20:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7bEoY
vv17jZbYGkUByxT-,A Charlie Brown Christmas,A Charlie Brown Christmas Live On Stage,Rialto Square Theatre,Joliet,2025-12-09T00:30:00Z,2025-08-29T15:00:00Z,2025-08-27T15:00:00Z,2025-08-29T03:00:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-live-on-joliet-illinois-12-08-2025/event/0700630DBAE62FE1
vv1aAZkGUxfbKZeua,A Charlie Brown Christmas,A Charlie Brown Christmas,Goodyear Theater,Akron,2025-12-10T00:30:00Z,2025-09-26T14:00:00Z,2025-09-25T14:00:00Z,2025-09-26T02:00:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-akron-ohio-12-09-2025/event/05006336894613C8
k7vGFbRpqFvcC,A Charlie Brown Christmas,A Charlie Brown Christmas Tour Live On Stage,Shea's Performing Arts Center,Buffalo,2025-12-11T00:00:00Z,2025-08-01T14:00:00Z,2025-07-25T16:00:00Z,2025-08-01T13:30:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-tour-live-buffalo-new-york-12-10-2025/event/000062F59D201B4E
vvG1FZbRpJVwKv,A Charlie Brown Christmas,A Charlie Brown Christmas Tour Live On Stage,The Santander Performing Arts Center ,Reading,2025-12-12T00:00:00Z,2025-08-01T14:00:00Z,2025-07-25T16:00:00Z,2025-08-01T13:30:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-tour-live-reading-pennsylvania-12-11-2025/event/020062F5A6D324C1
G5vVZbmG5ySwz,A Charlie Brown Christmas,A Charlie Brown Christmas,Mohegan Sun Arena,Uncasville,2025-12-13T00:00:00Z,2025-07-11T14:00:00Z,2025-07-09T14:00:00Z,2025-07-11T02:00:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-uncasville-connecticut-12-12-2025/event/1D0062E30BE73CB8
G5vVZbmGuQKSg,A Charlie Brown Christmas,A Charlie Brown Christmas,Mohegan Sun Arena,Uncasville,2025-12-13T20:00:00Z,2025-07-11T14:00:00Z,2025-07-09T14:00:00Z,2025-07-11T02:00:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-uncasville-connecticut-12-13-2025/event/1D0062E30D693CF5
vv1AvZkuvGkePCaNR,A Charlie Brown Christmas,A Charlie Brown Christmas: The Music of Vince Guaraldi feat. R4ND4ZZO ,Attucks Theatre,Norfolk,2025-12-15T00:30:00Z,2025-10-10T14:00:00Z,2025-11-28T09:00:00Z,2025-12-08T04:59:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-the-music-norfolk-virginia-12-14-2025/event/01006341A53898EF
G5vYZbRxowvBa,A Charlie Brown Christmas,A Charlie Brown Christmas Tour Live On Stage,Bob Hope Theatre,Stockton,2025-12-18T02:00:00Z,2025-08-01T17:00:00Z,2025-07-25T16:01:00Z,2025-08-01T16:30:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-tour-live-stockton-california-12-17-2025/event/1C0062F891C81E89
17AYvxG62QsYxgJ,A Charlie Brown Christmas,A Charlie Brown Christmas,Orleans Showroom,Las Vegas,2025-12-20T23:00:00Z,2025-07-25T17:00:00Z,2025-07-23T17:00:00Z,2025-07-25T17:00:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-las-vegas-nevada-12-20-2025/event/170062F6B1C22D66
17AYvxG62Qsswgz,A Charlie Brown Christmas,A Charlie Brown Christmas,Orleans Showroom,Las Vegas,2025-12-21T03:00:00Z,2025-07-25T17:00:00Z,2025-07-23T17:00:00Z,2025-07-25T17:00:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-las-vegas-nevada-12-20-2025/event/170062F6B1C72D78
17AYvxG62QswxgB,A Charlie Brown Christmas,A Charlie Brown Christmas Live,Orleans Showroom,Las Vegas,2025-12-21T21:00:00Z,2025-07-25T17:00:00Z,2025-07-23T17:00:00Z,2025-07-25T17:00:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-live-las-vegas-nevada-12-21-2025/event/170062F6B1CA2D7A
vvG1HZbRQzGdRm,A Charlie Brown Christmas,A Charlie Brown Christmas Tour Live On Stage,Pantages Theater,Tacoma,2025-12-28T23:00:00Z,2025-08-01T17:00:00Z,2025-07-25T16:00:00Z,2025-08-01T16:30:00Z,https://www.ticketmaster.com/a-charlie-brown-christmas-tour-live-tacoma-washington-12-28-2025/event/0F0062F6B8303BEE
Z7r9jZ1A7_0Pv,I Puritani,I Puritani w/ Metropolitan Opera,Metropolitan Opera House,New York,2025-12-31T23:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_0Pv
Z7r9jZ1A7_0Pe,I Puritani,I Puritani w/ Metropolitan Opera,Metropolitan Opera House,New York,2026-01-04T00:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_0Pe
Z7r9jZ1A7_0Pd,I Puritani,I Puritani w/ Metropolitan Opera,Metropolitan Opera House,New York,2026-01-07T00:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_0Pd
Z7r9jZ1A7_0P7,I Puritani,I Puritani w/ Metropolitan Opera,Metropolitan Opera House,New York,2026-01-10T18:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_0P7
Z7r9jZ1A7_0PA,I Puritani,I Puritani w/ Metropolitan Opera,Metropolitan Opera House,New York,2026-01-16T00:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_0PA
Z7r9jZ1A7_0Pk,I Puritani,I Puritani w/ Metropolitan Opera,Metropolitan Opera House,New York,2026-01-18T20:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_0Pk
Z7r9jZ1A7qk7J,Koo Koo,Koo Koo,A&R Music Bar,Columbus,2026-01-24T18:00:00Z,1900-01-01T06:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7qk7J
rZ7HnEZ1Afpojd,Koo Koo,Magic Bag Presents: Koo Koo - Camp Spork Tour,The Magic Bag,Ferndale,2026-01-25T18:00:00Z,2025-10-03T16:00:00Z,,,https://www.ticketweb.com/event/magic-bag-presents-koo-koo-the-magic-bag-tickets/14591703
k7vGFbV5vZSte,Koo Koo,Koo Koo,Gramercy Theatre,New York,2026-02-08T17:00:00Z,2025-10-03T17:00:00Z,2025-10-03T17:00:00Z,2026-01-12T03:00:00Z,https://www.ticketmaster.com/koo-koo-new-york-new-york-02-08-2026/event/00006342C1033A42
Z7r9jZ1A7rduk,Koo Koo,Koo Koo,xBk Live,Des Moines,2026-02-15T19:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7rduk
vv1AkZkuvGkdQNIEI,Koo Koo,Koo Koo,recordBar,Kansas City,2026-02-21T19:00:00Z,2025-10-03T17:00:00Z,,,https://www.ticketmaster.com/koo-koo-kansas-city-missouri-02-21-2026/event/06006341DA8E89E8
vv178ZbVGki5C48c,DJ Raphi,DJ Raphi's 2026 USA Hype Tour,Outset,Chicago,2026-03-08T17:00:00Z,2025-10-17T15:00:00Z,2025-10-15T15:00:00Z,2025-10-17T14:00:00Z,https://www.ticketmaster.com/dj-raphis-2026-usa-hype-tour-chicago-illinois-03-08-2026/event/0400634B0B39542D
vvG1VZbVnItdlz,DJ Raphi,DJ Raphi's 2026 USA Hype Tour,Wells Hall at The Parker,Ft Lauderdale,2026-03-09T22:00:00Z,2025-10-17T14:00:00Z,2025-10-15T14:00:00Z,2025-10-17T13:00:00Z,https://www.ticketmaster.com/dj-raphis-2026-usa-hype-tour-ft-lauderdale-florida-03-09-2026/event/0D00634AA8A43AF8
vv1kFZbV0oG7V9-u,DJ Raphi,DJ Raphi's 2026 USA Hype Tour,Brooklyn Bowl Philadelphia,Philadelphia,2026-03-11T22:00:00Z,2025-10-17T14:00:00Z,2025-10-16T14:00:00Z,2025-10-17T13:00:00Z,https://www.ticketmaster.com/dj-raphis-2026-usa-hype-tour-philadelphia-pennsylvania-03-11-2026/event/0200634911D1784D
k7vGFbVl6QJNP,DJ Raphi,DJ Raphi's 2026 USA Hype Tour,Gramercy Theatre,New York,2026-03-12T21:00:00Z,2025-10-17T14:00:00Z,2025-10-17T14:00:00Z,2026-02-13T03:00:00Z,https://www.ticketmaster.com/dj-raphis-2026-usa-hype-tour-new-york-new-york-03-12-2026/event/0000634AC76A68E5
G5vzZbSDvqgxh,Koo Koo,Koo Koo - Camp Spork Tour,Meow Wolf Denver,Denver,2026-03-15T19:00:00Z,2025-10-03T18:00:00Z,,,https://tickets.meowwolf.com/events/denver/koo-koo-camp-spork/
Z7r9jZ1A7jUv8,Koo Koo,Koo Koo - Camp Spork Tour,Meow Wolf  Denver Convergence Station,Denver,2026-03-15T19:00:00Z,2025-10-03T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7jUv8
k7vGFbVlULyFX,DJ Raphi,DJ Raphi's 2026 USA Hype Tour,Brooklyn Bowl,Brooklyn,2026-03-15T17:00:00Z,2025-10-17T14:00:00Z,2025-10-16T14:00:00Z,2025-10-17T13:00:00Z,https://www.ticketmaster.com/dj-raphis-2026-usa-hype-tour-brooklyn-new-york-03-15-2026/event/0000634AF67F923E
G5dIZbVnVgJaN,DJ Raphi,DJ Raphi's 2026 USA Hype Tour,White Oak Music Hall - Downstairs,Houston,2026-03-17T22:00:00Z,2025-10-17T15:00:00Z,2025-10-15T15:00:00Z,2025-10-17T14:00:00Z,https://www.ticketmaster.com/dj-raphis-2026-usa-hype-tour-houston-texas-03-17-2026/event/3A00634AB4D66263
Z7r9jZ1A7_YJe,Leonidas Kavakos,Leonidas Kavakos w/ Gil Shaham,Stern Auditorium / Perelman Stage at Carnegie Hall,New York,2026-05-16T00:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_YJe
Z7r9jZ1A74aFa,Joshua Bell,Joshua Bell w/ Jeremy Denk,Walt Disney Concert Hall,Los Angeles,2026-06-04T03:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A74aFa
16d0ZbSepG7ngf4,"Jingle Bell Rock – Reno, NV","Jingle Bell Rock – Reno, NV",Eldorado Showroom at Eldorado Casino Reno,Reno,2025-11-29T03:00:00Z,2025-09-25T22:03:34Z,2025-10-09T17:00:00Z,2025-11-29T03:00:00Z,https://www.ticketmaster.com/jingle-bell-rock-reno-nv-reno-nevada-11-28-2025/event/3900633096AB5515
1AyZkubGkdat_wp,"Jingle Bell Rock – Reno, NV",Jingle Bell Rock Ticket + Hotel Deals,Eldorado Showroom at Eldorado Casino Reno,Reno,2025-11-29T03:00:00Z,2025-10-24T16:00:00Z,,,https://travel.ticketmaster.com/attraction/124058?_uid=01e06df2-8b31-4246-b25c-04d738f89509&utm_source=Caesars_TM&utm_medium=TM_ADP_JingleBellRock
16d0ZbSepG7iPfq,"Jingle Bell Rock – Reno, NV","Jingle Bell Rock – Reno, NV",Eldorado Showroom at Eldorado Casino Reno,Reno,2025-11-30T03:00:00Z,2025-09-19T17:00:00Z,2025-10-09T17:00:00Z,2025-11-30T03:00:00Z,https://www.ticketmaster.com/jingle-bell-rock-reno-nv-reno-nevada-11-29-2025/event/3900633096B2551D
16d0ZbSepG7lgfQ,"Jingle Bell Rock – Reno, NV","Jingle Bell Rock – Reno, NV",Eldorado Showroom at Eldorado Casino Reno,Reno,2025-11-30T00:00:00Z,2025-09-19T17:00:00Z,2025-10-09T17:00:00Z,2025-10-29T23:00:00Z,https://www.ticketmaster.com/jingle-bell-rock-reno-nv-reno-nevada-11-29-2025/event/3900633096AF551A
16d0ZbSepG7cAfL,"Jingle Bell Rock – Reno, NV","Jingle Bell Rock – Reno, NV",Eldorado Showroom at Eldorado Casino Reno,Reno,2025-11-30T21:00:00Z,2025-09-19T17:00:00Z,2025-10-09T17:00:00Z,2025-11-30T21:00:00Z,https://www.ticketmaster.com/jingle-bell-rock-reno-nv-reno-nevada-11-30-2025/event/3900633096B4551F
16d0ZbSepG7cgfP,"Jingle Bell Rock – Reno, NV","Jingle Bell Rock – Reno, NV",Eldorado Showroom at Eldorado Casino Reno,Reno,2025-12-01T00:00:00Z,2025-09-19T17:00:00Z,2025-10-09T17:00:00Z,2025-12-01T00:00:00Z,https://www.ticketmaster.com/jingle-bell-rock-reno-nv-reno-nevada-11-30-2025/event/3900633096B75525
16d0ZbSepG7RAfl,"Jingle Bell Rock – Reno, NV","Jingle Bell Rock – Reno, NV",Eldorado Showroom at Eldorado Casino Reno,Reno,2025-12-03T03:00:00Z,2025-09-19T17:00:00Z,2025-10-09T17:00:00Z,2025-12-03T03:00:00Z,https://www.ticketmaster.com/jingle-bell-rock-reno-nv-reno-nevada-12-02-2025/event/3900633096BC552B
G5vzZbmXGn-sd,Christmas with the Celts,Christmas with the Celts,Paramount Theatre,Denver,2025-12-03T02:30:00Z,2025-07-18T16:00:00Z,2025-07-18T16:00:00Z,2025-12-03T04:30:00Z,https://www.ticketmaster.com/christmas-with-the-celts-denver-colorado-12-02-2025/event/1E0062EF8CAA1C43
16d0ZbSepG7RPfm,"Jingle Bell Rock – Reno, NV","Jingle Bell Rock – Reno, NV",Eldorado Showroom at Eldorado Casino Reno,Reno,2025-12-04T03:00:00Z,2025-09-19T17:00:00Z,2025-10-09T17:00:00Z,2025-12-04T03:00:00Z,https://www.ticketmaster.com/jingle-bell-rock-reno-nv-reno-nevada-12-03-2025/event/3900633096BE552E
