id,change,artist,event,venue,city,event_time,public_start,presale_start,presale_end,url
rZ7HnEZ1AK-a1f,CHANGED:presale_end,Smells Like Nirvana,Magic Bag Presents: Smells Like Nirvana,The Magic Bag,Ferndale,2026-02-15T00:00:00Z,2025-08-14T14:00:00Z,,,https://www.ticketweb.com/event/magic-bag-presents-smells-like-the-magic-bag-tickets/13849294
rZ7HnEZ1Af_e7K,CHANGED:artist,,"Barrio Slam, Time X Heist, Kind Eyes, Back Lip, Last Ditch",Vultures,Colorado Springs,2025-11-19T02:00:00Z,2025-10-24T18:00:00Z,,,https://www.ticketweb.com/event/barrio-slam-time-x-heist-vultures-tickets/14642113
rZ7HnEZ1Af_e7K,CHANGED:presale_start,,"Barrio Slam, Time X Heist, Kind Eyes, Back Lip, Last Ditch",Vultures,Colorado Springs,2025-11-19T02:00:00Z,2025-10-24T18:00:00Z,,,https://www.ticketweb.com/event/barrio-slam-time-x-heist-vultures-tickets/14642113
rZ7HnEZ1Af_e7K,CHANGED:presale_end,,"Barrio Slam, Time X Heist, Kind Eyes, Back Lip, Last Ditch",Vultures,Colorado Springs,2025-11-19T02:00:00Z,2025-10-24T18:00:00Z,,,https://www.ticketweb.com/event/barrio-slam-time-x-heist-vultures-tickets/14642113
rZ7HnEZ1AffkqK,CHANGED:artist,,"Fake Emo Fight Night ft Dear Maryanne, Summerbruise, and MooseCreek Park, oolong, and Walking Blue",Will's Pub,Orlando,2025-11-20T00:00:00Z,2025-08-27T15:00:00Z,,,https://www.ticketweb.com/event/fake-emo-fight-night-ft-wills-pub-tickets/14506753
rZ7HnEZ1AffkqK,CHANGED:presale_start,,"Fake Emo Fight Night ft Dear Maryanne, Summerbruise, and MooseCreek Park, oolong, and Walking Blue",Will's Pub,Orlando,2025-11-20T00:00:00Z,2025-08-27T15:00:00Z,,,https://www.ticketweb.com/event/fake-emo-fight-night-ft-wills-pub-tickets/14506753
rZ7HnEZ1AffkqK,CHANGED:presale_end,,"Fake Emo Fight Night ft Dear Maryanne, Summerbruise, and MooseCreek Park, oolong, and Walking Blue",Will's Pub,Orlando,2025-11-20T00:00:00Z,2025-08-27T15:00:00Z,,,https://www.ticketweb.com/event/fake-emo-fight-night-ft-wills-pub-tickets/14506753
rZ7HnEZ1Afbg0d,CHANGED:artist,,"Tom Petty, The Doors, Linda Ronstadt, Black Crows Tributes + Rock Stallion at Garden Amp",Garden Amphitheatre,Garden Grove,2025-11-29T23:00:00Z,2025-10-21T22:00:00Z,,,https://www.ticketweb.com/event/tom-petty-the-doors-linda-garden-amphitheatre-tickets/14635903
rZ7HnEZ1Afbg0d,CHANGED:presale_start,,"Tom Petty, The Doors, Linda Ronstadt, Black Crows Tributes + Rock Stallion at Garden Amp",Garden Amphitheatre,Garden Grove,2025-11-29T23:00:00Z,2025-10-21T22:00:00Z,,,https://www.ticketweb.com/event/tom-petty-the-doors-linda-garden-amphitheatre-tickets/14635903
rZ7HnEZ1Afbg0d,CHANGED:presale_end,,"Tom Petty, The Doors, Linda Ronstadt, Black Crows Tributes + Rock Stallion at Garden Amp",Garden Amphitheatre,Garden Grove,2025-11-29T23:00:00Z,2025-10-21T22:00:00Z,,,https://www.ticketweb.com/event/tom-petty-the-doors-linda-garden-amphitheatre-tickets/14635903
rZ7HnEZ1Afb7od,CHANGED:artist,,"Monkeyfellow, C4, Fightback, Dead on Your Feet and Down To The Wire",Nikki Lopez Philly,Philadelphia,2025-11-30T18:00:00Z,2025-10-05T18:20:00Z,,,https://www.ticketweb.com/event/monkeyfellow-c4-fightback-dead-on-nikki-lopez-philly-tickets/14604443
rZ7HnEZ1Afb7od,CHANGED:presale_start,,"Monkeyfellow, C4, Fightback, Dead on Your Feet and Down To The Wire",Nikki Lopez Philly,Philadelphia,2025-11-30T18:00:00Z,2025-10-05T18:20:00Z,,,https://www.ticketweb.com/event/monkeyfellow-c4-fightback-dead-on-nikki-lopez-philly-tickets/14604443
rZ7HnEZ1Afb7od,CHANGED:presale_end,,"Monkeyfellow, C4, Fightback, Dead on Your Feet and Down To The Wire",Nikki Lopez Philly,Philadelphia,2025-11-30T18:00:00Z,2025-10-05T18:20:00Z,,,https://www.ticketweb.com/event/monkeyfellow-c4-fightback-dead-on-nikki-lopez-philly-tickets/14604443
rZ7HnEZ1Af_9rK,CHANGED:artist,,"Stress Positions and Commitment with movingdiggingteeth, Thrull, and traumabond",Uncle Lou's Entertainment Hall,Orlando,2025-12-06T00:00:00Z,2025-10-30T14:00:00Z,,,https://www.ticketweb.com/event/stress-positions-and-commitment-with-uncle-lous-entertainment-hall-tickets/14657793
rZ7HnEZ1Af_9rK,CHANGED:presale_start,,"Stress Positions and Commitment with movingdiggingteeth, Thrull, and traumabond",Uncle Lou's Entertainment Hall,Orlando,2025-12-06T00:00:00Z,2025-10-30T14:00:00Z,,,https://www.ticketweb.com/event/stress-positions-and-commitment-with-uncle-lous-entertainment-hall-tickets/14657793
rZ7HnEZ1Af_9rK,CHANGED:presale_end,,"Stress Positions and Commitment with movingdiggingteeth, Thrull, and traumabond",Uncle Lou's Entertainment Hall,Orlando,2025-12-06T00:00:00Z,2025-10-30T14:00:00Z,,,https://www.ticketweb.com/event/stress-positions-and-commitment-with-uncle-lous-entertainment-hall-tickets/14657793
rZ7HnEZ1Af_oOd,CHANGED:presale_start,F.U.'s,"F.U.'s, The Uprise, The Brood, Vile Enemy, The Brolic ",Nikki Lopez Philly,Philadelphia,2025-12-13T00:00:00Z,2025-10-28T18:45:00Z,,,https://www.ticketweb.com/event/fus-the-uprise-the-brood-nikki-lopez-philly-tickets/14651803
rZ7HnEZ1Af_oOd,CHANGED:presale_end,F.U.'s,"F.U.'s, The Uprise, The Brood, Vile Enemy, The Brolic ",Nikki Lopez Philly,Philadelphia,2025-12-13T00:00:00Z,2025-10-28T18:45:00Z,,,https://www.ticketweb.com/event/fus-the-uprise-the-brood-nikki-lopez-philly-tickets/14651803
rZ7HnEZ1AffU_S,CHANGED:artist,,Sanford Punk Rock Flea Market,Tuffy's Music Box,Sanford,2025-12-14T17:00:00Z,2025-09-04T15:00:00Z,,,https://www.ticketweb.com/event/sanford-punk-rock-flea-market-tuffys-music-box-tickets/14536673
rZ7HnEZ1AffU_S,CHANGED:presale_start,,Sanford Punk Rock Flea Market,Tuffy's Music Box,Sanford,2025-12-14T17:00:00Z,2025-09-04T15:00:00Z,,,https://www.ticketweb.com/event/sanford-punk-rock-flea-market-tuffys-music-box-tickets/14536673
rZ7HnEZ1AffU_S,CHANGED:presale_end,,Sanford Punk Rock Flea Market,Tuffy's Music Box,Sanford,2025-12-14T17:00:00Z,2025-09-04T15:00:00Z,,,https://www.ticketweb.com/event/sanford-punk-rock-flea-market-tuffys-music-box-tickets/14536673
rZ7HnEZ1AK-U47,CHANGED:artist,,"The Throbs, MOTORCYCLE BOY, Crymwav, Philthy Rych, Mason Duke Band",Whisky A Go Go,West Hollywood,2026-01-03T02:00:00Z,2025-07-10T16:00:00Z,,,https://www.ticketweb.com/event/the-throbs-motorcycle-boy-crymwav-whisky-a-go-go-tickets/13876544
rZ7HnEZ1AK-U47,CHANGED:presale_start,,"The Throbs, MOTORCYCLE BOY, Crymwav, Philthy Rych, Mason Duke Band",Whisky A Go Go,West Hollywood,2026-01-03T02:00:00Z,2025-07-10T16:00:00Z,,,https://www.ticketweb.com/event/the-throbs-motorcycle-boy-crymwav-whisky-a-go-go-tickets/13876544
rZ7HnEZ1AK-U47,CHANGED:presale_end,,"The Throbs, MOTORCYCLE BOY, Crymwav, Philthy Rych, Mason Duke Band",Whisky A Go Go,West Hollywood,2026-01-03T02:00:00Z,2025-07-10T16:00:00Z,,,https://www.ticketweb.com/event/the-throbs-motorcycle-boy-crymwav-whisky-a-go-go-tickets/13876544
rZ7HnEZ1AfQ7Fd,CHANGED:presale_start,Magnitude,Magnitude/ Envision/ Firestarter/ Stand Tall/ Eliminators,Neck of the Woods,San Francisco,2026-01-20T03:30:00Z,2025-11-11T18:35:00Z,,,https://www.ticketweb.com/event/magnitude-envision-firestarter-stand-tall-neck-of-the-woods-tickets/14684203
rZ7HnEZ1AfQ7Fd,CHANGED:presale_end,Magnitude,Magnitude/ Envision/ Firestarter/ Stand Tall/ Eliminators,Neck of the Woods,San Francisco,2026-01-20T03:30:00Z,2025-11-11T18:35:00Z,,,https://www.ticketweb.com/event/magnitude-envision-firestarter-stand-tall-neck-of-the-woods-tickets/14684203
rZ7HnEZ1Afp9jK,CHANGED:artist,,Melrose Avenue,Bottom Lounge,Chicago,2026-05-03T01:00:00Z,2025-10-07T16:00:00Z,,,https://www.ticketweb.com/event/melrose-avenue-bottom-lounge-tickets/14597713
rZ7HnEZ1Afp9jK,CHANGED:presale_start,,Melrose Avenue,Bottom Lounge,Chicago,2026-05-03T01:00:00Z,2025-10-07T16:00:00Z,,,https://www.ticketweb.com/event/melrose-avenue-bottom-lounge-tickets/14597713
rZ7HnEZ1Afp9jK,CHANGED:presale_end,,Melrose Avenue,Bottom Lounge,Chicago,2026-05-03T01:00:00Z,2025-10-07T16:00:00Z,,,https://www.ticketweb.com/event/melrose-avenue-bottom-lounge-tickets/14597713
rZ7HnEZ1AfCZGN,CHANGED:presale_start,Dead Boys,"Dead Boys w/ Vic Tim's & The Kentucky Rifles, Burnkit, Lavender, and The Blissins,",The 44 Sports Grill and Nightlife,Glendale,2026-02-07T02:00:00Z,2025-04-14T18:40:00Z,,,https://www.ticketweb.com/event/dead-boys-w-vic-tims-the-44-sports-grill-and-tickets/14380323
rZ7HnEZ1AfCZGN,CHANGED:presale_end,Dead Boys,"Dead Boys w/ Vic Tim's & The Kentucky Rifles, Burnkit, Lavender, and The Blissins,",The 44 Sports Grill and Nightlife,Glendale,2026-02-07T02:00:00Z,2025-04-14T18:40:00Z,,,https://www.ticketweb.com/event/dead-boys-w-vic-tims-the-44-sports-grill-and-tickets/14380323
rZ7HnEZ1AfQ8uK,CHANGED:presale_start,The Queers,"The Queers, The Jerk Officers, Mike & The Molotovs, Skeleton Army, None",The 44 Sports Grill and Nightlife,Glendale,2026-02-21T02:00:00Z,2025-11-12T21:10:00Z,,,https://www.ticketweb.com/event/the-queers-the-jerk-officers-the-44-sports-grill-and-tickets/14690353
rZ7HnEZ1AfQ8uK,CHANGED:presale_end,The Queers,"The Queers, The Jerk Officers, Mike & The Molotovs, Skeleton Army, None",The 44 Sports Grill and Nightlife,Glendale,2026-02-21T02:00:00Z,2025-11-12T21:10:00Z,,,https://www.ticketweb.com/event/the-queers-the-jerk-officers-the-44-sports-grill-and-tickets/14690353
rZ7HnEZ1AKPpqV,CHANGED:presale_start,Gene Loves Jezebel,"Gene Loves Jezebel, Vanta After Dark, Dark Horse Rising, The Intemperate Sons, Black Season Witch",Whisky A Go Go,West Hollywood,2026-05-16T01:00:00Z,2025-08-14T16:00:00Z,,,https://www.ticketweb.com/event/gene-loves-jezebel-vanta-after-whisky-a-go-go-tickets/13956774
rZ7HnEZ1AKPpqV,CHANGED:presale_end,Gene Loves Jezebel,"Gene Loves Jezebel, Vanta After Dark, Dark Horse Rising, The Intemperate Sons, Black Season Witch",Whisky A Go Go,West Hollywood,2026-05-16T01:00:00Z,2025-08-14T16:00:00Z,,,https://www.ticketweb.com/event/gene-loves-jezebel-vanta-after-whisky-a-go-go-tickets/13956774
rZ7HnEZ1AfuIpd,CHANGED:presale_start,Spread Eagle,"Spread Eagle, Kickin' Valentina, Sin Eater, Posavant",Whisky A Go Go,West Hollywood,2025-11-21T02:00:00Z,2025-04-08T13:00:00Z,,,https://www.ticketweb.com/event/spread-eagle-kickin-valentina-sin-whisky-a-go-go-tickets/14368583
rZ7HnEZ1AfuIpd,CHANGED:presale_end,Spread Eagle,"Spread Eagle, Kickin' Valentina, Sin Eater, Posavant",Whisky A Go Go,West Hollywood,2025-11-21T02:00:00Z,2025-04-08T13:00:00Z,,,https://www.ticketweb.com/event/spread-eagle-kickin-valentina-sin-whisky-a-go-go-tickets/14368583
rZ7HnEZ1Afpbbd,CHANGED:presale_start,Nowhere Fast,"The Smiths/Morrissey, Joy Division, The Cult tributes & Public Echo - 80's Mixtape Party",Garden Amphitheatre,Garden Grove,2025-11-22T01:00:00Z,2025-10-01T22:15:00Z,,,https://www.ticketweb.com/event/the-smithsmorrissey-joy-division-the-garden-amphitheatre-tickets/14598603
rZ7HnEZ1Afpbbd,CHANGED:presale_end,Nowhere Fast,"The Smiths/Morrissey, Joy Division, The Cult tributes & Public Echo - 80's Mixtape Party",Garden Amphitheatre,Garden Grove,2025-11-22T01:00:00Z,2025-10-01T22:15:00Z,,,https://www.ticketweb.com/event/the-smithsmorrissey-joy-division-the-garden-amphitheatre-tickets/14598603
rZ7HnEZ1AfbVod,CHANGED:artist,,McKenna Stamm / Michaela Mercury / Rocky LeRoe / Jaid Joice,The East Room,Nashville,2025-11-24T02:00:00Z,2025-10-24T05:00:00Z,,,https://www.ticketweb.com/event/mckenna-stamm-michaela-mercury-the-east-room-tickets/14634443
rZ7HnEZ1AfbVod,CHANGED:presale_start,,McKenna Stamm / Michaela Mercury / Rocky LeRoe / Jaid Joice,The East Room,Nashville,2025-11-24T02:00:00Z,2025-10-24T05:00:00Z,,,https://www.ticketweb.com/event/mckenna-stamm-michaela-mercury-the-east-room-tickets/14634443
rZ7HnEZ1AfbVod,CHANGED:presale_end,,McKenna Stamm / Michaela Mercury / Rocky LeRoe / Jaid Joice,The East Room,Nashville,2025-11-24T02:00:00Z,2025-10-24T05:00:00Z,,,https://www.ticketweb.com/event/mckenna-stamm-michaela-mercury-the-east-room-tickets/14634443
rZ7HnEZ1AfbNPS,CHANGED:artist,,A VERY POP PUNK CHRISTMAS PARTY,The Pearl,Vancouver,2025-11-30T04:20:00Z,2025-10-16T21:00:00Z,,,https://www.ticketweb.ca/event/a-very-pop-punk-christmas-the-pearl-tickets/14623973
rZ7HnEZ1AfbNPS,CHANGED:presale_start,,A VERY POP PUNK CHRISTMAS PARTY,The Pearl,Vancouver,2025-11-30T04:20:00Z,2025-10-16T21:00:00Z,,,https://www.ticketweb.ca/event/a-very-pop-punk-christmas-the-pearl-tickets/14623973
rZ7HnEZ1AfbNPS,CHANGED:presale_end,,A VERY POP PUNK CHRISTMAS PARTY,The Pearl,Vancouver,2025-11-30T04:20:00Z,2025-10-16T21:00:00Z,,,https://www.ticketweb.ca/event/a-very-pop-punk-christmas-the-pearl-tickets/14623973
rZ7HnEZ1AfpKOK,CHANGED:presale_start,Leftover Crack,Leftover Crack,Reverb,Reading,2025-11-30T00:30:00Z,2025-10-03T14:00:00Z,,,https://www.ticketweb.com/event/leftover-crack-reverb-tickets/14593813
rZ7HnEZ1AfpKOK,CHANGED:presale_end,Leftover Crack,Leftover Crack,Reverb,Reading,2025-11-30T00:30:00Z,2025-10-03T14:00:00Z,,,https://www.ticketweb.com/event/leftover-crack-reverb-tickets/14593813
rZ7HnEZ1AKOYAV,CHANGED:artist,,"Rhino Bucket, Philthy Rych, Rok Ali and The Addiction, Made N America",Whisky A Go Go,West Hollywood,2025-12-05T02:00:00Z,2025-06-20T17:00:00Z,,,https://www.ticketweb.com/event/rhino-bucket-philthy-rych-rok-whisky-a-go-go-tickets/13830174
rZ7HnEZ1AKOYAV,CHANGED:presale_start,,"Rhino Bucket, Philthy Rych, Rok Ali and The Addiction, Made N America",Whisky A Go Go,West Hollywood,2025-12-05T02:00:00Z,2025-06-20T17:00:00Z,,,https://www.ticketweb.com/event/rhino-bucket-philthy-rych-rok-whisky-a-go-go-tickets/13830174
rZ7HnEZ1AKOYAV,CHANGED:presale_end,,"Rhino Bucket, Philthy Rych, Rok Ali and The Addiction, Made N America",Whisky A Go Go,West Hollywood,2025-12-05T02:00:00Z,2025-06-20T17:00:00Z,,,https://www.ticketweb.com/event/rhino-bucket-philthy-rych-rok-whisky-a-go-go-tickets/13830174
rZ7HnEZ1AfQeuS,CHANGED:artist,,The Caution Children Record Release Party,The Waiting Room,Jacksonville,2025-12-06T00:00:00Z,2025-11-11T01:05:00Z,,,https://www.ticketweb.com/event/the-caution-children-record-release-the-waiting-room-tickets/14682373
rZ7HnEZ1AfQeuS,CHANGED:presale_start,,The Caution Children Record Release Party,The Waiting Room,Jacksonville,2025-12-06T00:00:00Z,2025-11-11T01:05:00Z,,,https://www.ticketweb.com/event/the-caution-children-record-release-the-waiting-room-tickets/14682373
rZ7HnEZ1AfQeuS,CHANGED:presale_end,,The Caution Children Record Release Party,The Waiting Room,Jacksonville,2025-12-06T00:00:00Z,2025-11-11T01:05:00Z,,,https://www.ticketweb.com/event/the-caution-children-record-release-the-waiting-room-tickets/14682373
rZ7HnEZ1Afp9fS,CHANGED:artist,,"Unrivaled, Lost Henry, Misunderstood, Stuck In Autumn",The Southgate House Revival - Revival Room,Newport,2025-12-06T01:00:00Z,2025-10-19T17:00:00Z,,,https://www.ticketweb.com/event/unrivaled-lost-henry-misunderstood-stuck-the-southgate-house-revival-tickets/14597533
rZ7HnEZ1Afp9fS,CHANGED:presale_start,,"Unrivaled, Lost Henry, Misunderstood, Stuck In Autumn",The Southgate House Revival - Revival Room,Newport,2025-12-06T01:00:00Z,2025-10-19T17:00:00Z,,,https://www.ticketweb.com/event/unrivaled-lost-henry-misunderstood-stuck-the-southgate-house-revival-tickets/14597533
rZ7HnEZ1Afp9fS,CHANGED:presale_end,,"Unrivaled, Lost Henry, Misunderstood, Stuck In Autumn",The Southgate House Revival - Revival Room,Newport,2025-12-06T01:00:00Z,2025-10-19T17:00:00Z,,,https://www.ticketweb.com/event/unrivaled-lost-henry-misunderstood-stuck-the-southgate-house-revival-tickets/14597533
rZ7HnEZ1AK03aV,CHANGED:presale_start,Greyhaven,"Greyhaven, Fox Lake, Commoner, Ogemaw County",The Sanctuary Detroit,Hamtramck,2025-12-10T23:00:00Z,2025-08-01T16:00:00Z,,,https://www.ticketweb.com/event/greyhaven-fox-lake-commoner-ogemaw-the-sanctuary-detroit-tickets/13912274
rZ7HnEZ1AK03aV,CHANGED:presale_end,Greyhaven,"Greyhaven, Fox Lake, Commoner, Ogemaw County",The Sanctuary Detroit,Hamtramck,2025-12-10T23:00:00Z,2025-08-01T16:00:00Z,,,https://www.ticketweb.com/event/greyhaven-fox-lake-commoner-ogemaw-the-sanctuary-detroit-tickets/13912274
rZ7HnEZ1Af4_0K,CHANGED:artist,,"Stray Bullets, Nick And The Adversaries, OC45, Service Pistol",Middle East - Upstairs,Cambridge,2025-12-14T00:00:00Z,2025-09-12T14:00:00Z,,,https://www.ticketweb.com/event/stray-bullets-nick-and-the-middle-east-upstairs-tickets/14559913
rZ7HnEZ1Af4_0K,CHANGED:presale_start,,"Stray Bullets, Nick And The Adversaries, OC45, Service Pistol",Middle East - Upstairs,Cambridge,2025-12-14T00:00:00Z,2025-09-12T14:00:00Z,,,https://www.ticketweb.com/event/stray-bullets-nick-and-the-middle-east-upstairs-tickets/14559913
rZ7HnEZ1Af4_0K,CHANGED:presale_end,,"Stray Bullets, Nick And The Adversaries, OC45, Service Pistol",Middle East - Upstairs,Cambridge,2025-12-14T00:00:00Z,2025-09-12T14:00:00Z,,,https://www.ticketweb.com/event/stray-bullets-nick-and-the-middle-east-upstairs-tickets/14559913
rZ7HnEZ1Af4xqd,CHANGED:presale_start,Gillian Carter,"Gillian Carter 20 Year Anniversary with Special Guests novely., Thrull, and Monterey",Will's Pub,Orlando,2025-12-14T01:00:00Z,2025-09-17T14:00:00Z,,,https://www.ticketweb.com/event/gillian-carter-20-year-anniversary-wills-pub-tickets/14562743
rZ7HnEZ1Af4xqd,CHANGED:presale_end,Gillian Carter,"Gillian Carter 20 Year Anniversary with Special Guests novely., Thrull, and Monterey",Will's Pub,Orlando,2025-12-14T01:00:00Z,2025-09-17T14:00:00Z,,,https://www.ticketweb.com/event/gillian-carter-20-year-anniversary-wills-pub-tickets/14562743
rZ7HnEZ1AK-Iq0,CHANGED:presale_start,Silverstein,Silverstein: 25 Years of Noise,Marathon Music Works,Nashville,2025-12-17T01:00:00Z,2025-07-15T16:00:00Z,,,https://www.ticketweb.com/event/silverstein-25-years-of-noise-marathon-music-works-tickets/13868764
rZ7HnEZ1AK-Iq0,CHANGED:presale_end,Silverstein,Silverstein: 25 Years of Noise,Marathon Music Works,Nashville,2025-12-17T01:00:00Z,2025-07-15T16:00:00Z,,,https://www.ticketweb.com/event/silverstein-25-years-of-noise-marathon-music-works-tickets/13868764
rZ7HnEZ1AfQ3Qd,CHANGED:artist,,WILDFLOWER MIND WITH PLUM / SAINT APOLLO / RIGHT ROSEMARY - A PVCC SHOWCASE!,Valley Bar,Phoenix,2025-12-22T02:00:00Z,2025-11-14T17:00:00Z,,,https://www.ticketweb.com/event/wildflower-mind-with-plum-valley-bar-tickets/14692683
rZ7HnEZ1AfQ3Qd,CHANGED:presale_start,,WILDFLOWER MIND WITH PLUM / SAINT APOLLO / RIGHT ROSEMARY - A PVCC SHOWCASE!,Valley Bar,Phoenix,2025-12-22T02:00:00Z,2025-11-14T17:00:00Z,,,https://www.ticketweb.com/event/wildflower-mind-with-plum-valley-bar-tickets/14692683
rZ7HnEZ1AfQ3Qd,CHANGED:presale_end,,WILDFLOWER MIND WITH PLUM / SAINT APOLLO / RIGHT ROSEMARY - A PVCC SHOWCASE!,Valley Bar,Phoenix,2025-12-22T02:00:00Z,2025-11-14T17:00:00Z,,,https://www.ticketweb.com/event/wildflower-mind-with-plum-valley-bar-tickets/14692683
rZ7HnEZ1AfboAd,CHANGED:artist,,"Hammered Saint, Jackie and The Idiots, The Farewell Drugs, Yes Nanny",Middle East - Upstairs,Cambridge,2025-12-28T00:00:00Z,2025-10-08T14:00:00Z,,,https://www.ticketweb.com/event/hammered-saint-jackie-and-the-middle-east-upstairs-tickets/14611143
rZ7HnEZ1AfboAd,CHANGED:presale_start,,"Hammered Saint, Jackie and The Idiots, The Farewell Drugs, Yes Nanny",Middle East - Upstairs,Cambridge,2025-12-28T00:00:00Z,2025-10-08T14:00:00Z,,,https://www.ticketweb.com/event/hammered-saint-jackie-and-the-middle-east-upstairs-tickets/14611143
rZ7HnEZ1AfboAd,CHANGED:presale_end,,"Hammered Saint, Jackie and The Idiots, The Farewell Drugs, Yes Nanny",Middle East - Upstairs,Cambridge,2025-12-28T00:00:00Z,2025-10-08T14:00:00Z,,,https://www.ticketweb.com/event/hammered-saint-jackie-and-the-middle-east-upstairs-tickets/14611143
rZ7HnEZ1AK0IFV,CHANGED:presale_start,Bad Luck,"Get Me The Fuck Out Of Florida - featuring BAD LUCK with Special Guests northbound, Porch Coffin, and Camp Trash",Will's Pub,Orlando,2026-01-04T00:00:00Z,2025-08-04T16:00:00Z,,,https://www.ticketweb.com/event/get-me-the-fuck-out-wills-pub-tickets/13928234
rZ7HnEZ1AK0IFV,CHANGED:presale_end,Bad Luck,"Get Me The Fuck Out Of Florida - featuring BAD LUCK with Special Guests northbound, Porch Coffin, and Camp Trash",Will's Pub,Orlando,2026-01-04T00:00:00Z,2025-08-04T16:00:00Z,,,https://www.ticketweb.com/event/get-me-the-fuck-out-wills-pub-tickets/13928234
rZ7HnEZ1AfuAGd,CHANGED:artist,,"Close Enemies, Dead Groove, Kamenar, The Deffades",Whisky A Go Go,West Hollywood,2026-01-04T03:00:00Z,2025-04-01T19:00:00Z,,,https://www.ticketweb.com/event/close-enemies-dead-groove-kamenar-whisky-a-go-go-tickets/14345303
rZ7HnEZ1AfuAGd,CHANGED:presale_start,,"Close Enemies, Dead Groove, Kamenar, The Deffades",Whisky A Go Go,West Hollywood,2026-01-04T03:00:00Z,2025-04-01T19:00:00Z,,,https://www.ticketweb.com/event/close-enemies-dead-groove-kamenar-whisky-a-go-go-tickets/14345303
rZ7HnEZ1AfuAGd,CHANGED:presale_end,,"Close Enemies, Dead Groove, Kamenar, The Deffades",Whisky A Go Go,West Hollywood,2026-01-04T03:00:00Z,2025-04-01T19:00:00Z,,,https://www.ticketweb.com/event/close-enemies-dead-groove-kamenar-whisky-a-go-go-tickets/14345303
rZ7HnEZ1Af_y3d,CHANGED:artist,,"My Chemical Romance, Paramore, Misfits tributes + Finding Emo - Taste The Khaos",Garden Amphitheatre,Garden Grove,2026-01-17T01:00:00Z,2025-11-08T22:00:00Z,,,https://www.ticketweb.com/event/my-chemical-romance-paramore-misfits-garden-amphitheatre-tickets/14679483
rZ7HnEZ1Af_y3d,CHANGED:presale_start,,"My Chemical Romance, Paramore, Misfits tributes + Finding Emo - Taste The Khaos",Garden Amphitheatre,Garden Grove,2026-01-17T01:00:00Z,2025-11-08T22:00:00Z,,,https://www.ticketweb.com/event/my-chemical-romance-paramore-misfits-garden-amphitheatre-tickets/14679483
rZ7HnEZ1Af_y3d,CHANGED:presale_end,,"My Chemical Romance, Paramore, Misfits tributes + Finding Emo - Taste The Khaos",Garden Amphitheatre,Garden Grove,2026-01-17T01:00:00Z,2025-11-08T22:00:00Z,,,https://www.ticketweb.com/event/my-chemical-romance-paramore-misfits-garden-amphitheatre-tickets/14679483
rZ7HnEZ1AfQdvK,CHANGED:presale_start,Joie De Vivre,Camping In Alaska,Pike Room @ The Crofoot,Pontiac,2026-02-20T23:00:00Z,2025-11-13T15:00:00Z,,,https://www.ticketweb.com/event/camping-in-alaska-pike-room-the-crofoot-tickets/14683053
rZ7HnEZ1AfQdvK,CHANGED:presale_end,Joie De Vivre,Camping In Alaska,Pike Room @ The Crofoot,Pontiac,2026-02-20T23:00:00Z,2025-11-13T15:00:00Z,,,https://www.ticketweb.com/event/camping-in-alaska-pike-room-the-crofoot-tickets/14683053
rZ7HnEZ1AK-J8V,CHANGED:presale_start,Corey Glover,"Jimi Hendrix 83rd Birthday Tribute ft. Blackbyrd McKnight, Lonnie Youngblood, Corey Glover, Captain Kirk Douglas, Warren McRae, Andre Lassalle & More",Sony Hall,New York,2025-11-27T01:00:00Z,2025-07-10T16:00:00Z,,,https://www.ticketweb.com/event/jimi-hendrix-83rd-birthday-tribute-sony-hall-tickets/13866434
rZ7HnEZ1AK-J8V,CHANGED:presale_end,Corey Glover,"Jimi Hendrix 83rd Birthday Tribute ft. Blackbyrd McKnight, Lonnie Youngblood, Corey Glover, Captain Kirk Douglas, Warren McRae, Andre Lassalle & More",Sony Hall,New York,2025-11-27T01:00:00Z,2025-07-10T16:00:00Z,,,https://www.ticketweb.com/event/jimi-hendrix-83rd-birthday-tribute-sony-hall-tickets/13866434
rZ7HnEZ1AKjZu7,CHANGED:presale_start,Smallpools,SMALLPOOLS,Crescent Ballroom,Phoenix,2025-11-18T03:00:00Z,2025-02-12T19:00:00Z,,,https://www.ticketweb.com/event/smallpools-crescent-ballroom-tickets/13700344
rZ7HnEZ1AKjZu7,CHANGED:presale_end,Smallpools,SMALLPOOLS,Crescent Ballroom,Phoenix,2025-11-18T03:00:00Z,2025-02-12T19:00:00Z,,,https://www.ticketweb.com/event/smallpools-crescent-ballroom-tickets/13700344
rZ7HnEZ1Af_JuS,CHANGED:artist,,"Montrose Beach w/ North Coast, Sports Radio",Cubby Bear,Chicago,2025-11-20T01:30:00Z,2025-11-04T06:00:00Z,,,https://www.ticketweb.com/event/montrose-beach-w-north-coast-cubby-bear-tickets/14666373
rZ7HnEZ1Af_JuS,CHANGED:presale_start,,"Montrose Beach w/ North Coast, Sports Radio",Cubby Bear,Chicago,2025-11-20T01:30:00Z,2025-11-04T06:00:00Z,,,https://www.ticketweb.com/event/montrose-beach-w-north-coast-cubby-bear-tickets/14666373
rZ7HnEZ1Af_JuS,CHANGED:presale_end,,"Montrose Beach w/ North Coast, Sports Radio",Cubby Bear,Chicago,2025-11-20T01:30:00Z,2025-11-04T06:00:00Z,,,https://www.ticketweb.com/event/montrose-beach-w-north-coast-cubby-bear-tickets/14666373
