id,change,artist,event,venue,city,event_time,public_start,presale_start,presale_end,url
Z7r9jZ1A7rduk,CHANGED:presale_start,Koo Koo,Koo Koo,xBk Live,Des Moines,2026-02-15T19:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7rduk
Z7r9jZ1A7rduk,CHANGED:presale_end,Koo Koo,Koo Koo,xBk Live,Des Moines,2026-02-15T19:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7rduk
vv1AkZkuvGkdQNIEI,CHANGED:presale_start,Koo Koo,Koo Koo,recordBar,Kansas City,2026-02-21T19:00:00Z,2025-10-03T17:00:00Z,,,https://www.ticketmaster.com/koo-koo-kansas-city-missouri-02-21-2026/event/06006341DA8E89E8
vv1AkZkuvGkdQNIEI,CHANGED:presale_end,Koo Koo,Koo Koo,recordBar,Kansas City,2026-02-21T19:00:00Z,2025-10-03T17:00:00Z,,,https://www.ticketmaster.com/koo-koo-kansas-city-missouri-02-21-2026/event/06006341DA8E89E8
G5vzZbSDvqgxh,CHANGED:presale_start,Koo Koo,Koo Koo - Camp Spork Tour,Meow Wolf Denver,Denver,2026-03-15T19:00:00Z,2025-10-03T18:00:00Z,,,https://tickets.meowwolf.com/events/denver/koo-koo-camp-spork/
G5vzZbSDvqgxh,CHANGED:presale_end,Koo Koo,Koo Koo - Camp Spork Tour,Meow Wolf Denver,Denver,2026-03-15T19:00:00Z,2025-10-03T18:00:00Z,,,https://tickets.meowwolf.com/events/denver/koo-koo-camp-spork/
Z7r9jZ1A7jUv8,CHANGED:presale_start,Koo Koo,Koo Koo - Camp Spork Tour,Meow Wolf  Denver Convergence Station,Denver,2026-03-15T19:00:00Z,2025-10-03T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7jUv8
Z7r9jZ1A7jUv8,CHANGED:presale_end,Koo Koo,Koo Koo - Camp Spork Tour,Meow Wolf  Denver Convergence Station,Denver,2026-03-15T19:00:00Z,2025-10-03T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7jUv8
Z7r9jZ1A7_YJe,CHANGED:presale_start,Leonidas Kavakos,Leonidas Kavakos w/ Gil Shaham,Stern Auditorium / Perelman Stage at Carnegie Hall,New York,2026-05-16T00:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_YJe
Z7r9jZ1A7_YJe,CHANGED:presale_end,Leonidas Kavakos,Leonidas Kavakos w/ Gil Shaham,Stern Auditorium / Perelman Stage at Carnegie Hall,New York,2026-05-16T00:00:00Z,1900-01-01T18:00:00Z,,,https://www.ticketmaster.com/event/Z7r9jZ1A7_YJe
